OBJECTID,LOCATION_ID,MIDPNT_LAT,MIDPNT_LON,HMGNS_FLOW_ID,HMGNS_LNK_ID,HMGNS_LNK_DESC,FLOW,ALLVEHS_MMW,ALLVEH_CALC,ALLVEHS_AADT,TRUCKS_AADT,TRUCK_CALC,PER_TRUCKS,TWO_WAY_AADT,ALLVEH_AMPEAK,ALLVEH_PMPEAK,GROWTH_RATE,CI,YR,LABEL
366626,15198,-37.693360995671,144.756607516671,15198,2379,MELTON HIGHWAY BTWN CALDER PARK DRIVE & VICTORIA ROAD,EAST BOUND,22000,E,19000,713,E,0.04,36000,,,-0.013000000000000001,0.005,2017,"19,000* (4% 713*) EAST BOUND"
366627,15200,-37.465557526843,144.672180304527,15200,2383,SAUNDERS ROAD btwn STATION ROAD & MAIN ROAD,WEST BOUND,2300,E,2400,189,E,0.1,4800,,,0.043000000000000003,0.005,2017,"2,400* (8% 189*) WEST BOUND"
366628,16044,-37.6512524992964,145.088287448594,16044,2387,MCDONALDS ROAD btwn CIVIC DRIVE & GORGE ROAD,WEST BOUND,7200,A,6500,389,E,0.07,14000,596,485,0.002,0.013000000000000001,2017,"6,500 (6% 389*) WEST BOUND"
366629,15804,-37.8012710852614,144.912930248091,15804,2345,SIMS STREET btwn DOCKLANDS HIGHWAY & DYNON ROAD,NORTH BOUND,2200,E,2000,415,E,0.24,2000,,,-0.003,0.002,2017,"2,000* (21% 415*) NORTH BOUND"
366630,15809,-37.6376800868861,145.026364880668,15809,2348,HIGH STREET btwn CRAIGIEBURN ROAD & OHERNS ROAD,SOUTH BOUND,14000,E,13000,974,E,0.09,23000,,,0.021,0.003,2017,"13,000* (7% 974*) SOUTH BOUND"
366631,14635,-37.6226228864073,145.024704794922,14635,2353,HARVEST HOME btwn CHAMPIONS PARADE & EPPING-KILMORE ROAD,WEST BOUND,1900,E,1700,73,E,0.05,3300,,,0.027,0.004,2017,"1,700* (4% 73*) WEST BOUND"
366632,15574,-37.8968397459521,144.999486656104,15574,2360,COCHRANE STREET btwn NORTH ROAD & MARTIN STREET,NORTH BOUND,2300,E,2000,20,E,0.01,4000,,,-0.004,0.001,2017,"2,000* (1% 20*) NORTH BOUND"
366633,15190,-38.0635921374408,145.12006575871,15190,2364,STATION STREET BTWN CANNES AVENUE & BONDI ROAD,NORTH BOUND,2700,E,2400,64,E,0.03,2400,,,-0.003,0.001,2017,"2,400* (3% 64*) NORTH BOUND"
366634,15820,-37.7017703843104,144.69488106668,15820,2369,PLUMPTON ROAD btwn TAYLORS ROAD & MELTON HIGHWAY,SOUTH BOUND,3500,E,3200,133,E,0.05,6400,,,0.065,0.013000000000000001,2017,"3,200* (4% 133*) SOUTH BOUND"
366635,15824,-37.751138015392,145.046085897962,15824,2376,WATERDALE ROAD BTWN BANKSIA STREET & STATE (BELL/SPRINGVALE) HIGHWAY,SOUTH BOUND,6700,E,6000,204,E,0.04,11000,,,-0.004,0.001,2017,"6,000* (3% 204*) SOUTH BOUND"
366636,15828,-37.4691560523209,144.594573623788,15828,2383,SAUNDERS ROAD btwn STATION ROAD & MAIN ROAD,EAST BOUND,2300,E,2400,202,E,0.1,4800,,,0.047,0.004,2017,"2,400* (8% 202*) EAST BOUND"
366637,7639,-37.4754533374576,143.672759423921,7639,345,WESTERN HIGHWAY btwn OLINDA STREET & WESTERN FREEWAY,WEST BOUND,4000,E,4300,1200,E,0.34,8400,,,0.025,0.005,2017,"4,300* (27% 1,200*) WEST BOUND"
366638,14273,-37.7796212059816,145.078634651206,14273,1721,BULLEEN ROAD btwn THOMPSONS ROAD & EASTERN FREEWAY Onramp,SOUTH BOUND,15000,E,14000,1000,E,0.09,29000,,,0.015000000000000001,0.004,2017,"14,000* (7% 1,000*) SOUTH BOUND"
366639,15450,-38.013502890634,145.205780215556,15450,1729,GREENS ROAD btwn HUTTON ROAD & EASTLINK,WEST BOUND,16000,E,15000,2400,E,0.19,28000,,,0.022000000000000002,0.007,2017,"15,000* (16% 2,400*) WEST BOUND"
366640,15066,-37.9254081656729,145.212432733746,15066,1744,WELLINGTON ROAD btwn EASTLINK & EASTLINK,EAST BOUND,22000,E,19000,907,E,0.05,38000,,,0.01,0.006,2017,"19,000* (5% 907*) EAST BOUND"
366641,15459,-37.8769089665828,145.211959798947,15459,1751,HIGH STREET ROAD btwn GALLAGHERS ROAD & EASTLINK,WEST BOUND,15000,E,13000,818,E,0.07,26000,,,-0.005,0.002,2017,"13,000* (6% 818*) WEST BOUND"
366642,13866,-37.8461739294831,145.216324337375,13866,1758,BORONIA ROAD btwn EASTLINK & EASTLINK,EAST BOUND,16000,E,14000,676,E,0.05,27000,,,0.0,0.004,2017,"14,000* (5% 676*) EAST BOUND"
366643,14862,-37.9580043109538,145.222427047447,14862,1824,MONASH FREEWAY btwn EASTLINK & MONASH FREEWAY Offramp,NORTH WEST BOUND,82000,A,74000,7300,E,0.11,145000,6400,5000,0.03,0.008,2017,"74,000 (10% 7,300*) NORTH WEST BOUND"
366644,13893,-38.0316601423282,145.211947586723,13893,1846,ABBOTTS ROAD btwn FRANKSTON-DANDENONG ROAD & ENGLAND STREET,WEST BOUND,8900,A,8000,1000,E,0.15,16000,796,648,-0.003,0.002,2017,"8,000 (13% 1,000*) WEST BOUND"
366645,15494,-37.7941765126234,144.787537649161,15494,2137,WESTERN RING RD NW BD BTWN RAMPS AT FITZGERALD RD,WEST BOUND,64000,E,58000,7100,E,0.14,116000,,,0.021,0.004,2017,"58,000* (12% 7,100*) WEST BOUND"
366646,15499,-37.8006431680305,144.797876973359,15499,2137,WESTERN RING RD NW BD BTWN RAMPS AT FITZGERALD RD,SOUTH BOUND,64000,E,58000,6900,E,0.14,116000,,,0.021,0.004,2017,"58,000* (12% 6,900*) SOUTH BOUND"
366647,15501,-38.1392179700627,144.288455171278,15501,1883,HAMILTON HIGHWAY btwn FYANSFORD-GHERINGHAP ROAD & GEELONG RING ROAD,EAST BOUND,4800,E,5100,482,E,0.12,10000,,,0.013000000000000001,0.007,2017,"5,100* (9% 482*) EAST BOUND"
366648,9169,-37.4403456300957,142.458541713308,9169,2495,GRAMPIANS ROAD btwn SILVERBAND ROAD & MT ABRUPT ROAD,NORTH BOUND,141,E,149,27,E,0.23,260,,,-0.005,0.03,2017,149* (18% 27*) NORTH BOUND
366649,9524,-37.4876425718728,149.657544909516,9524,2535,MALLACOOTA ROAD btwn PRINCES HIGHWAY EAST & GIPSY POINT ROAD,WEST BOUND,324,E,343,74,E,0.27,670,,,0.051000000000000004,0.012,2017,343* (22% 74*) WEST BOUND
366650,8043,-38.5197494186235,143.989319469865,8043,2735,GREAT OCEAN ROAD btwn DEANS MARSH ROAD & HAZEL STREET,SOUTH WEST BOUND,3200,E,3300,379,E,0.14,6100,,,0.066,0.033,2017,"3,300* (11% 379*) SOUTH WEST BOUND"
366651,9531,-38.5547748367968,143.975993518256,9531,2733,GREAT OCEAN ROAD btwn SARSFIELD STREET & UNNAMED,SOUTH WEST BOUND,1700,E,1800,230,E,0.16,3000,,,0.041,0.014,2017,"1,800* (13% 230*) SOUTH WEST BOUND"
366652,9534,-38.7825181404469,143.536631635721,9534,2713,GREAT OCEAN ROAD btwn BEECH FOREST-LAVERS HILL ROAD & OTWAY LIGHTHOUSE TOURIST ROAD,NORTH WEST BOUND,581,E,615,51,E,0.1,1000,,,-0.008,0.022000000000000002,2017,615* (8% 51*) NORTH WEST BOUND
366653,9537,-38.4693290229466,142.749764664625,9537,2628,GREAT OCEAN ROAD btwn COBDEN-WARRNAMBOOL ROAD & TIMBOON-NULLAWARRE ROAD,NORTH WEST BOUND,241,E,255,11,E,0.05,2100,,,-0.113,0.051000000000000004,2017,255* (4% 11*) NORTH WEST BOUND
366654,8978,-38.3420029186841,144.960022187158,8978,2751,ARTHURS SEAT ROAD btwn BOUNDARY ROAD & GLENONE AVENUE,EAST BOUND,976,E,878,46,E,0.06,1800,,,0.014,0.002,2017,878* (5% 46*) EAST BOUND
366655,14976,-37.9914562355227,145.210189683854,14976,2235,CHELTENHAM ROAD btwn UNNAMED & HAMMOND ROAD,WEST BOUND,16000,E,14000,771,E,0.06,32000,,,-0.001,0.004,2017,"14,000* (6% 771*) WEST BOUND"
366656,14980,-38.0204003069423,145.306656766857,14980,2240,LINK ROAD BTWN MAGID DRIVE & OVERLAND DRIVE,NORTH BOUND,8000,E,7200,300,E,0.05,14000,,,-0.002,0.008,2017,"7,200* (4% 300*) NORTH BOUND"
366657,15997,-37.9381457000693,145.199236402058,15997,2247,POLICE ROAD btwn HAVERBRACK DRIVE & EASTLINK,WEST BOUND,7100,E,6400,260,E,0.05,13000,,,-0.007,0.002,2017,"6,400* (4% 260*) WEST BOUND"
366658,16003,-37.9688663989163,145.205047958606,16003,2261,HEATHERTON ROAD btwn HEATHERTON LINK ROAD & GLADSTONE ROAD,WEST BOUND,12000,E,11000,682,E,0.07,22000,,,0.0,0.0,2017,"11,000* (6% 682*) WEST BOUND"
366659,14590,-37.9754079179806,145.20377920205,14590,2263,PRINCES HIGHWAY EAST btwn HEATHERTON LINK ROAD & GLADSTONE ROAD,NORTH WEST BOUND,17000,E,16000,848,E,0.06,32000,,,-0.011000000000000001,0.004,2017,"16,000* (5% 848*) NORTH WEST BOUND"
366660,13884,-37.8172217497587,145.213363706619,13884,1812,WHITEHORSE ROAD btwn WANTIRNA ROAD & EASTLINK,EAST BOUND,22000,E,20000,1300,E,0.08,40000,,,-0.018000000000000002,0.006,2017,"20,000* (7% 1,300*) EAST BOUND"
366661,13890,-37.9487747713318,145.209916819013,13890,1824,MONASH FREEWAY btwn EASTLINK & MONASH FREEWAY Offramp,SOUTH EAST BOUND,79000,A,71000,7000,E,0.11,145000,4900,6000,0.023,0.004,2017,"71,000 (10% 7,000*) SOUTH EAST BOUND"
366662,15491,-38.0324910917466,145.218613201508,15491,1847,ABBOTTS ROAD btwn ENGLAND STREET & REMINGTON DRIVE,WEST BOUND,10000,E,9200,1200,E,0.15,18000,,,0.001,0.002,2017,"9,200* (13% 1,200*) WEST BOUND"
366663,15496,-37.7656079843958,144.742282613389,15496,1874,DEER PARK BYPASS BTWN RAMPS AT CHRISTIES ROAD,NORTH WEST BOUND,31000,E,28000,2700,E,0.11,56000,,,0.054,0.007,2017,"28,000* (10% 2,700*) NORTH WEST BOUND"
366664,15498,-37.7657990677863,144.74272458044,15498,1873,DEER PARK BYPASS BTWN ROBINSONS ROAD & CHRISTIES ROAD,SOUTH EAST BOUND,31000,E,28000,2700,E,0.11,56000,,,0.054,0.007,2017,"28,000* (10% 2,700*) SOUTH EAST BOUND"
366665,15119,-38.1415452267771,144.296304942017,15119,1885,HAMILTON HIGHWAY btwn GEELONG RING ROAD & GEELONG RING ROAD,WEST BOUND,4800,E,5100,503,E,0.12,10000,,,0.022000000000000002,0.002,2017,"5,100* (10% 503*) WEST BOUND"
366666,15121,-38.0602111545249,144.358381284673,15121,1891,BACCHUS MARSH-GEELONG ROAD btwn GEELONG RING ROAD & BACCHUS MARSH ROAD,SOUTH BOUND,5400,E,5800,512,E,0.11,12000,,,0.01,0.002,2017,"5,800* (9% 512*) SOUTH BOUND"
366667,15830,-37.6487983162119,145.066131884041,15830,2387,MCDONALDS ROAD btwn CIVIC DRIVE & GORGE ROAD,EAST BOUND,7800,A,7100,422,E,0.07,14000,482,783,0.002,0.011000000000000001,2017,"7,100 (6% 422*) EAST BOUND"
366668,15831,-37.9547202663865,145.076483522113,15831,2390,WARRIGAL ROAD btwn KINGSTON ROAD & BERNARD STREET,SOUTH BOUND,15000,A,13000,724,E,0.06,27000,822,1400,-0.004,0.004,2017,"13,000 (6% 724*) SOUTH BOUND"
366669,15833,-37.7752738671918,144.945312938698,15833,2394,BRUNSWICK ROAD btwn WESTERN LINK TOLLWAY Offramp & FLEMING STREET,WEST BOUND,14000,A,13000,774,E,0.07,27000,778,1100,-0.01,0.003,2017,"13,000 (6% 774*) WEST BOUND"
366670,15837,-37.6761419600276,144.771085310921,15837,2401,CALDER FREEWAY BTWN CALDER PARK DRIVE & SUNSHINE AVENUE,SOUTH EAST BOUND,18000,E,17000,1200,E,0.09,42000,,,0.007,0.003,2017,"17,000* (7% 1,200*) SOUTH EAST BOUND"
366671,16049,-37.7419578538043,144.779473446961,16049,2403,STATION ROAD btwn KINGS ROAD & NEALE ROAD,SOUTH BOUND,20000,E,18000,1100,E,0.07,36000,,,0.012,0.004,2017,"18,000* (6% 1,100*) SOUTH BOUND"
366672,13800,-37.8929747639303,145.088225994331,13800,912,WARRIGAL ROAD btwn MONASH FREEWAY Offramp & DANDENONG ROAD,NORTH BOUND,30000,E,27000,1600,E,0.07,47000,,,0.002,0.005,2017,"27,000* (6% 1,600*) NORTH BOUND"
366673,14450,-36.1098125832295,146.898711651165,14450,918,HUME FREEWAY btwn offramp from Hume Hwy and Onramp from Murray Valley Hwy,EAST BOUND,16000,E,16000,3800,E,0.28,33000,,,0.034,0.007,2017,"16,000* (24% 3,800*) EAST BOUND"
366674,13803,-36.1365886763509,146.908995907091,13803,922,Bandiana Link Rd btwn Murray Valley Hwy & Hume Fwy,NORTH EAST BOUND,1900,E,2100,249,E,0.15,4200,,,0.016,0.003,2017,"2,100* (12% 249*) NORTH EAST BOUND"
366675,13806,-37.998946091982,145.174442763434,13806,929,Dandenong Southern Bypass btwn Chandler Rd and Perry Rd,EAST BOUND,19000,E,17000,1000,E,0.07,34000,,,0.062,0.024,2017,"17,000* (6% 1,000*) EAST BOUND"
366676,14455,-38.0902448161417,145.465331836376,14455,933,PRINCES FREEWAY EAST btwn On Ramp from Cardina Rd and Off ramp to Mc Greogor Rd,EAST BOUND,20000,E,18000,3400,E,0.22,37000,,,0.046,0.004,2017,"18,000* (19% 3,400*) EAST BOUND"
366677,14228,-38.0781742657173,145.427398786234,14228,931,PRINCES FREEWAY EAST btwn Off Ramp to PRINCES HIGHWAY and cardina Rd,WEST BOUND,35000,E,31000,3300,E,0.12,61000,,,0.054,0.006,2017,"31,000* (11% 3,300*) WEST BOUND"
366678,15120,-37.787178977035,144.788609366327,15120,1881,WESTERN RING ROAD btwn DEER PARK BYPASS & WESTERN RING ROAD Offramp,SOUTH BOUND,68000,E,61000,7300,E,0.14,122000,,,0.018000000000000002,0.005,2017,"61,000* (12% 7,300*) SOUTH BOUND"
366679,15505,-38.0586052559854,144.358448641382,15505,1890,BACCHUS MARSH-GEELONG ROAD btwn GEELONG RING ROAD & GEELONG RING ROAD,SOUTH BOUND,5400,E,5800,512,E,0.11,12000,,,0.01,0.002,2017,"5,800* (9% 512*) SOUTH BOUND"
366680,15124,-37.7421403389622,142.033463538964,15124,1895,GLENELG HIGHWAY btwn THOMPSON STREET & GEORGE STREET,WEST BOUND,4400,E,4600,433,E,0.11,9400,,,0.02,0.002,2017,"4,600* (9% 433*) WEST BOUND"
366681,13906,-37.7989093403361,144.778365959013,13906,1867,DEER PARK BYPASS BTWN WESTERN RING ROAD & ONRAMP FROM WESTERN RING ROAD,EAST BOUND,27000,E,25000,3600,E,0.17,52000,,,0.025,0.002,2017,"25,000* (14% 3,600*) EAST BOUND"
366682,15130,-38.0743672096847,144.335218556704,15130,1919,GEELONG RING ROAD BTWN RAMPS AT ANAKIE ROAD,SOUTH BOUND,14000,E,15000,1400,E,0.12,30000,,,0.025,0.003,2017,"15,000* (10% 1,400*) SOUTH BOUND"
366683,15993,-37.1525376847686,145.651154605093,15993,2233,MAROONDAH HIGHWAY btwn MAROONDAH HIGHWAY & GOULBURN VALLEY HIGHWAY,SOUTH EAST BOUND,505,E,535,66,E,0.15,1100,,,0.0,0.007,2017,535* (12% 66*) SOUTH EAST BOUND
366684,14575,-38.0183106521725,145.300092949886,14575,2238,MAGID DRIVE BTWN LINK ROAD & PARK ROAD,WEST BOUND,5200,E,4600,194,E,0.05,9500,,,0.027,0.003,2017,"4,600* (4% 194*) WEST BOUND"
366685,14581,-37.6886758329627,144.992996336817,14581,2242,METROPOLITAN RING RD BTWN Ramps at HUME FWY,WEST BOUND,66000,E,59000,3700,E,0.07,111000,,,0.033,0.005,2017,"59,000* (6% 3,700*) WEST BOUND"
366686,15998,-37.9381457000693,145.199236402058,15998,2247,POLICE ROAD btwn HAVERBRACK DRIVE & EASTLINK,EAST BOUND,7100,E,6400,260,E,0.05,13000,,,-0.007,0.002,2017,"6,400* (4% 260*) EAST BOUND"
366687,15767,-37.8260296615659,144.942733972879,15767,2251,WEST GATE FREEWAY btwn MONTAGUE STREET & WESTERN LINK TOLLWAY,WEST BOUND,100000,E,90000,8900,E,0.11,90000,,,0.015000000000000001,0.007,2017,"90,000* (10% 8,900*) WEST BOUND"
366688,16004,-37.9679203539182,145.197494997592,16004,2260,HEATHERTON ROAD btwn CHANDLER ROAD & HEATHERTON LINK ROAD,WEST BOUND,10000,E,9000,558,E,0.07,19000,,,0.011000000000000001,0.006,2017,"9,000* (6% 558*) WEST BOUND"
366689,15771,-37.5614509846203,143.854842963441,15771,2266,DOVETON STREET btwn BALLARAT-BURRUMBEET ROAD & EYRE STREET,NORTH BOUND,6000,E,6400,781,E,0.15,15000,,,0.009000000000000001,0.008,2017,"6,400* (12% 781*) NORTH BOUND"
366690,9186,-38.4810243747055,145.240083419963,9186,2761,PHILLIP ISLAND ROAD btwn VENTNOR BEACH ROAD & UNNAMED,NORTH BOUND,3300,E,3500,271,E,0.1,7000,,,0.02,0.013000000000000001,2017,"3,500* (8% 271*) NORTH BOUND"
366691,14488,-37.8337817454737,144.919204547872,14488,2003,PLUMMER STREET BTWN GRAHAM STREET & PROHASKY STREET,NORTH EAST BOUND,8600,E,7700,921,E,0.14,16000,,,0.0,0.003,2017,"7,700* (12% 921*) NORTH EAST BOUND"
366692,14490,-36.9833464199172,145.136672944067,14490,2011,HUME FREEWAY E Bd btwn GOULBURN VALLEY HIGHWAY & HUME FREEWAY,EAST BOUND,6700,E,7200,2300,E,0.4,7200,,,0.024,0.004,2017,"7,200* (32% 2,300*) EAST BOUND"
366693,15926,-38.0367743819447,145.247740921764,15926,2024,SOUTH GIPPSLAND HIGHWAY btwn SOUTH GIPPSLAND FREEWAY Onramp & SOUTH GIPPSLAND FREEWAY,NORTH WEST BOUND,24000,E,22000,1400,E,0.07,40000,,,0.026000000000000002,0.007,2017,"22,000* (6% 1,400*) NORTH WEST BOUND"
366694,14495,-37.7341245533971,144.887023686106,14495,6615,CALDER FREEWAY btwn CALDER HIGHWAY Offramp & KEILOR ROAD,WEST BOUND,49000,E,44000,2400,E,0.06,92000,,,0.021,0.004,2017,"44,000* (5% 2,400*) WEST BOUND"
366695,14501,-38.0828822005091,144.348802373933,14501,2053,COX ROAD btwn BELMONT-CORIO ROAD & MOA STREET,EAST BOUND,5900,E,6200,424,E,0.08,13000,,,0.005,0.004,2017,"6,200* (7% 424*) EAST BOUND"
366696,15933,-37.5971757969909,144.94320481407,15933,2065,HUME FREEWAY btwn HUME FREEWAY Onramp & COBURG-CRAIGIEBURN ROAD,SOUTH BOUND,11000,E,9800,764,E,0.09,20000,,,0.043000000000000003,0.005,2017,"9,800* (8% 764*) SOUTH BOUND"
366697,15166,-37.510353868055,143.804847327317,15166,2078,LEARMONTH ROAD btwn WESTERN HIGHWAY Offramp & WESTERN HIGHWAY Offramp,NORTH BOUND,5900,E,6300,436,E,0.09,13000,,,0.059000000000000004,0.008,2017,"6,300* (7% 436*) NORTH BOUND"
366698,14928,-37.4914348083158,143.788454372607,14928,2091,SUNRAYSIA HIGHWAY btwn WESTERN FREEWAY & WESTERN FREEWAY,NORTH BOUND,799,E,846,168,E,0.25,1700,,,0.031,0.006,2017,846* (20% 168*) NORTH BOUND
366699,14515,-38.298481800816,146.422430991294,14515,2110,HAZELWOOD ROAD btwn FIRMINS LANE & TRAMWAY ROAD,NORTH EAST BOUND,2800,E,2900,207,E,0.09,5700,,,0.014,0.014,2017,"2,900* (7% 207*) NORTH EAST BOUND"
366700,15947,-38.145912305956,144.294749211506,15947,2115,GEELONG RING ROAD BTWN RAMPS AT HAMILTON HIGHWAY,NORTH BOUND,15000,E,16000,1400,E,0.11,33000,,,0.032,0.005,2017,"16,000* (9% 1,400*) NORTH BOUND"
366701,14935,-38.1718114995672,144.291076625318,14935,2121,BARRABOOL ROAD btwn GEELONG RING RAMP & GEELONG RING ROAD,EAST BOUND,7000,E,7400,538,E,0.09,15000,,,0.009000000000000001,0.003,2017,"7,400* (7% 538*) EAST BOUND"
366702,14524,-37.8000452239805,144.789187484567,14524,2134,FITZGERALD ROAD btwn DEER PARK BYPASS & BOUNDARY ROAD,SOUTH BOUND,12000,E,10000,1900,E,0.2,21000,,,-0.007,0.003,2017,"10,000* (19% 1,900*) SOUTH BOUND"
366703,15123,-37.7420547887229,142.021917001928,15123,1895,GLENELG HIGHWAY btwn THOMPSON STREET & GEORGE STREET,SOUTH EAST BOUND,4500,E,4800,484,E,0.12,9400,,,0.019,0.002,2017,"4,800* (10% 484*) SOUTH EAST BOUND"
366704,13905,-37.8232124307589,144.96083060045,13905,1898,WHITEMAN STREET btwn CLARENDON STREET & QUEENS STREET,SOUTH WEST BOUND,5100,E,4600,186,E,0.05,4600,,,-0.004,0.002,2017,"4,600* (4% 186*) SOUTH WEST BOUND"
366705,15127,-38.0593105208995,144.353866626914,15127,1920,GEELONG RING ROAD BTWN ANAKIE ROAD & BACCHUB MARSH ROAD,SOUTH WEST BOUND,14000,E,15000,1400,E,0.12,30000,,,0.025,0.003,2017,"15,000* (10% 1,400*) SOUTH WEST BOUND"
366706,14438,-37.5836955700669,144.944027768358,14438,244,HUME FWY BTWN AMAROO RD RAMP & BRIDGE,SOUTH BOUND,3500,E,3100,399,E,0.15,6200,,,0.033,0.002,2017,"3,100* (13% 399*) SOUTH BOUND"
366707,14442,-37.5816921307397,144.940326592604,14442,898,HUME HWY BTWN AMAROO RD & CRAIGIEBURN ROAD,SOUTH BOUND,14000,E,13000,1000,E,0.1,13000,,,0.035,0.003,2017,"13,000* (8% 1,000*) SOUTH BOUND"
366708,14444,-37.600342233254,144.952621457472,14444,902,CRAIGIEBURN ROAD btwn HUME FWY RAMPS,WEST BOUND,3500,E,3200,358,E,0.13,7900,,,0.015000000000000001,0.002,2017,"3,200* (11% 358*) WEST BOUND"
366709,13794,-37.6485157329753,144.994705551145,13794,907,COOPER STREET btwn EDGARS ROAD & HUME FWY,EAST BOUND,23000,E,21000,1300,E,0.07,42000,,,0.049,0.007,2017,"21,000* (6% 1,300*) EAST BOUND"
366710,13799,-37.8834276801401,145.090094700721,13799,914,WARRIGAL ROAD btwn MONASH FREEWAY Offramp & MIDDLE ROAD,SOUTH BOUND,35000,A,31000,1900,E,0.07,55000,2200,2200,-0.001,0.006,2017,"31,000 (6% 1,900*) SOUTH BOUND"
366711,14218,-37.8869754183455,145.089048532463,14218,913,MIDDLE ROAD btwn WARRIGAL ROAD & CHADSTONE SHOPPING CENTRE,EAST BOUND,10000,E,9000,326,E,0.04,9000,,,0.015000000000000001,0.01,2017,"9,000* (4% 326*) EAST BOUND"
366712,14220,-36.1070766220468,146.90346954172,14220,920,HUME FREEWAY btwn on ramp from Murray Valley Hwy and Border,EAST BOUND,21000,E,22000,2900,E,0.16,45000,,,0.04,0.008,2017,"22,000* (13% 2,900*) EAST BOUND"
366713,15793,-38.3535056890357,144.930574131819,15793,2320,MORNINGTON PENINSULA ROUTE BTWN LONSDALE ST & ARTHURS SEAT ROAD,NORTH EAST BOUND,19000,E,17000,1400,E,0.09,34000,,,0.032,0.003,2017,"17,000* (8% 1,400*) NORTH EAST BOUND"
366714,15431,-38.0948027937835,145.470320911661,15431,1683,MCGREGOR ROAD btwn W BD On ramp & Wastson Rd,NORTH BOUND,283,E,254,14,E,0.07,520,,,-0.015000000000000001,0.01,2017,254* (6% 14*) NORTH BOUND
366715,15434,-38.0892700659081,145.490856295777,15434,1688,Koo Wee Rup Rd Btwn Princes Fwy East Ramps and Ball Hill Rd,NORTH BOUND,4600,E,4100,521,E,0.15,8100,,,0.025,0.004,2017,"4,100* (13% 521*) NORTH BOUND"
366716,15043,-37.7910286636076,145.020965405099,15043,1696,EASTERN FWY E BD BTWN RAMPS AT CHANDLER HWY,EAST BOUND,75000,E,67000,2400,E,0.04,130000,,,0.002,0.002,2017,"67,000* (4% 2,400*) EAST BOUND"
366717,13856,-37.8040412112647,145.172348272728,13856,1701,EASTERN FWY E BD BTWN BLACKBURN RD OFFRAMP & SPRINGVALE RD,WEST BOUND,69000,E,62000,3800,E,0.07,120000,,,0.049,0.01,2017,"62,000* (6% 3,800*) WEST BOUND"
366718,13858,-37.7907431303524,145.027646898131,13858,1706,CHANDLER HIGHWAY btwn EASTERN FREEWAY Onramp & EASTERN FREEWAY Offramp,SOUTH EAST BOUND,17000,E,15000,692,E,0.05,30000,,,-0.004,0.002,2017,"15,000* (5% 692*) SOUTH EAST BOUND"
366719,15448,-37.785333601595,145.063525575599,15448,1719,BURKE ROAD btwn EASTERN FREEWAY Offramp & EASTERN FREEWAY Onramp,SOUTH BOUND,18000,E,17000,1000,E,0.07,32000,,,0.008,0.004,2017,"17,000* (6% 1,000*) SOUTH BOUND"
366720,15834,-37.6935755765057,144.756498944854,15834,2397,CALDER PARK DRIVE BTWN HUME DRIVE & MELTON HIGHWAY,NORTH BOUND,7200,A,6500,272,E,0.05,14000,643,566,0.014,0.005,2017,"6,500 (4% 272*) NORTH BOUND"
366721,14996,-37.1105619722539,146.399947949908,14996,2270,MT BULLER ROAD btwn STIRLING ROAD & MOUNT STIRLING ROAD,WEST BOUND,855,E,906,101,E,0.14,1800,,,0.02,0.008,2017,906* (11% 101*) WEST BOUND
366722,7180,-38.2793961157558,146.32066374695,7180,4170,MOUNTAIN HUT ROAD btwn MIRBOO NORTH-TRAFALGAR ROAD & MORWELL-THORPDALE ROAD,SOUTH WEST BOUND,1600,E,1700,352,E,0.26,3200,,,0.022000000000000002,0.009000000000000001,2017,"1,700* (21% 352*) SOUTH WEST BOUND"
366723,7820,-38.3256189516846,143.340239893847,7820,7175,PRINCES HIGHWAY WEST btwn MANIFOLD STREET & COBDEN-STONEYFORD ROAD,WEST BOUND,1500,E,1600,344,E,0.27,3200,,,0.002,0.005,2017,"1,600* (22% 344*) WEST BOUND"
366724,7307,-37.0657958622502,147.603256026546,7307,649,OMEO HIGHWAY btwn DARTMOUTH ROAD & BENAMBRA ROAD,NORTH BOUND,99,E,104,20,E,0.24,220,,,0.052000000000000005,0.062,2017,104* (19% 20*) NORTH BOUND
366725,14826,-38.0704883105294,145.181167540991,14826,1725,THOMPSON ROAD btwn WORSLEY ROAD & EASTLINK RAMP,WEST BOUND,14000,A,12000,747,E,0.07,23000,1100,1100,-0.011000000000000001,0.004,2017,"12,000 (6% 747*) WEST BOUND"
366726,13860,-37.992748628468,145.191360600059,13860,1736,CHELTENHAM ROAD btwn BRIDGE ROAD & EASTLINK,EAST BOUND,17000,E,15000,840,E,0.06,30000,,,-0.015000000000000001,0.006,2017,"15,000* (6% 840*) EAST BOUND"
366727,16006,-37.5612910519735,143.853378234628,16006,2269,BALLARAT-BURRUMBEET ROAD BTWN DAWSON STREET & DOVETON STREET,EAST BOUND,3600,E,3800,231,E,0.07,7600,,,0.011000000000000001,0.002,2017,"3,800* (6% 231*) EAST BOUND"
366728,14595,-37.0832120708232,144.268625378914,14595,2273,PYRENEES HIGHWAY btwn MAIN ROAD & PYRENEES HIGHWAY,EAST BOUND,1700,E,1800,213,E,0.15,3600,,,0.014,0.004,2017,"1,800* (12% 213*) EAST BOUND"
366729,14999,-37.0960403387434,144.326626384178,14999,2277,PYRENEES HIGHWAY btwn PYRENEES ROAD & CALDER HIGHWAY,WEST BOUND,3500,E,3700,499,E,0.17,7400,,,0.018000000000000002,0.002,2017,"3,700* (13% 499*) WEST BOUND"
